example_id,sentence,source_text,source_norm,source_type,relation,target_text,target_norm,target_type
790,"We conclude that post-traumatic stress disorder is a risk factor for incident cardiovascular disease , and a common psychiatric consequence of cardiovascular disease events that might worsen the prognosis of the cardiovascular disease .",post-traumatic stress disorder,post-traumatic stress disorder,disease,risk_factor_of,cardiovascular disease,cardiovascular disease,disease
790,"We conclude that post-traumatic stress disorder is a risk factor for incident cardiovascular disease , and a common psychiatric consequence of cardiovascular disease events that might worsen the prognosis of the cardiovascular disease .",cardiovascular disease events,cardiovascular disease events,Health_factors,risk_factor_of,psychiatric,psychiatric,disease
790,"We conclude that post-traumatic stress disorder is a risk factor for incident cardiovascular disease , and a common psychiatric consequence of cardiovascular disease events that might worsen the prognosis of the cardiovascular disease .",cardiovascular disease events,cardiovascular disease events,Health_factors,risk_factor_of,cardiovascular disease,cardiovascular disease,disease
791,"There are many candidate mechanisms for the link between post-traumatic stress disorder and cardiovascular disease , and several ongoing studies could soon point to the most important behavioural and physiological mechanisms to target in early phase intervention development .",post-traumatic stress disorder,post-traumatic stress disorder,disease,associated_with,cardiovascular disease,cardiovascular disease,disease
792,"Similarly , targets are emerging for individual and environmental interventions that might offset the risk of post-traumatic stress disorder after cardiovascular disease events .",individual and environmental interventions,individual and environmental interventions,method,treatment_for,post-traumatic stress disorder,post-traumatic stress disorder,disease
793,"However , the pathogenesis of geriatric depression is not well understood ; major depression may arise from dysfunction of the limbic-hypothalamic-pituitary-adrenal axis .",dysfunction of the limbic-hypothalamic-pituitary-adrenal axis,dysfunction of the limbic-hypothalamic-pituitary-adrenal axis,disease,risk_factor_of,major depression,major depression,disease
794,"It has an overall therapeutic efficacy comparable with imipramine and amitriptyline in depressive illness but , at dosages which have achieved a similar overall clinical improvement , trazodone causes fewer anticholinergic side effects than the tricyclic antidepressants .",imipramine,imipramine,drug,treatment_for,depressive illness,depressive illness,disease
794,"It has an overall therapeutic efficacy comparable with imipramine and amitriptyline in depressive illness but , at dosages which have achieved a similar overall clinical improvement , trazodone causes fewer anticholinergic side effects than the tricyclic antidepressants .",amitriptyline,amitriptyline,drug,treatment_for,depressive illness,depressive illness,disease
794,"It has an overall therapeutic efficacy comparable with imipramine and amitriptyline in depressive illness but , at dosages which have achieved a similar overall clinical improvement , trazodone causes fewer anticholinergic side effects than the tricyclic antidepressants .",trazodone,trazodone,drug,treatment_for,depressive illness,depressive illness,disease
795,"In the present study , we tested the hypothesis that the novel antidepressant agomelatine , a potent melatonin MT1 and MT2 receptor agonist and serotonin 5HT2C receptor antagonist , can prevent depressive symptoms developed during the chronic epileptic phase by suppressing an inflammatory response .",antidepressant agomelatine,antidepressant agomelatine,drug,hyponym_of,potent melatonin MT1 and MT2 receptor agonist,potent melatonin mt1 and mt2 receptor agonist,drug
798,"Schizophrenia today is a chronic , frequently disabling mental disorder that affects about one per cent of the world's population .",Schizophrenia,schizophrenia,disease,hyponym_of,"chronic , frequently disabling mental disorder","chronic , frequently disabling mental disorder",disease
801,"These current unsatisfactory outcomes may change as we approach schizophrenia as a neurodevelopmental disorder with psychosis as a late , potentially preventable stage of the illness .",schizophrenia,schizophrenia,disease,hyponym_of,neurodevelopmental disorder,neurodevelopmental disorder,disease
802,"This ' rethinking ' of schizophrenia as a neurodevelopmental disorder , which is profoundly different from the way we have seen this illness for the past century , yields new hope for prevention and cure over the next two decades .",schizophrenia,schizophrenia,disease,hyponym_of,neurodevelopmental disorder,neurodevelopmental disorder,disease
803,Targeting Depressive Symptoms in Younger Breast Cancer Survivors : The Pathways to Wellness Randomized Controlled Trial of Mindfulness Meditation and Survivorship Education .,Depressive Symptoms,depressive symptoms,disease,occurs_in,Younger Breast Cancer Survivors,younger breast cancer survivors,Health_factors
804,PURPOSE : Younger women are at risk for depression and related symptoms following breast cancer .,Younger women,younger women,Health_factors,risk_factor_of,depression,depression,disease
805,"The Pathways to Wellness study , a randomized , multi-institution , three-arm trial , tested the efficacy of two behavioral interventions for younger breast cancer survivors with elevated depressive symptoms : mindful awareness practices ( MAPs ) and survivorship education ( SE ) ( Clincaltrials . gov identifier : NCT03025139 ) .",younger breast cancer survivors,younger breast cancer survivors,Health_factors,occurs_in,elevated depressive symptoms,elevated depressive symptoms,disease
805,"The Pathways to Wellness study , a randomized , multi-institution , three-arm trial , tested the efficacy of two behavioral interventions for younger breast cancer survivors with elevated depressive symptoms : mindful awareness practices ( MAPs ) and survivorship education ( SE ) ( Clincaltrials . gov identifier : NCT03025139 ) .",breast cancer survivors,breast cancer survivors,Health_factors,occurs_in,elevated depressive symptoms,elevated depressive symptoms,disease
805,"The Pathways to Wellness study , a randomized , multi-institution , three-arm trial , tested the efficacy of two behavioral interventions for younger breast cancer survivors with elevated depressive symptoms : mindful awareness practices ( MAPs ) and survivorship education ( SE ) ( Clincaltrials . gov identifier : NCT03025139 ) .",MAPs,maps,method,abbreviation_for,mindful awareness practices,mindful awareness practices,method
805,"The Pathways to Wellness study , a randomized , multi-institution , three-arm trial , tested the efficacy of two behavioral interventions for younger breast cancer survivors with elevated depressive symptoms : mindful awareness practices ( MAPs ) and survivorship education ( SE ) ( Clincaltrials . gov identifier : NCT03025139 ) .",SE,se,method,abbreviation_for,survivorship education,survivorship education,Health_factors
806,"METHODS : Women diagnosed with breast cancer at or before 50 years of age who had completed treatment and had elevated depressive symptoms were randomly assigned to 6 weeks of MAPs , SE , or wait-list control ( WLC ) .",WLC,wlc,method,abbreviation_for,wait-list control,wait-list control,method
811,"MAPs and SE led to significant decreases in depressive symptoms from preintervention to postintervention relative to WLC ( mean change relative to WLC [ 95 % CI ] : MAPs , - 4 . 7 [ - 7 . 5 to - 1 . 9 ] ; SE , - 4 . 0 [ - 6 . 9 to - 1 . 1 ] ) , which persisted at 6-month follow-up for MAPs ( mean change relative to WLC [ 95 % CI ] : MAPs , - 3 . 7 [ - 6 . 6 to - 0 . 8 ] ; SE , - 2 . 8 [ - 5 . 9 to 0 . 2 ] ) .",MAPs,maps,method,treatment_for,depressive symptoms,depressive symptoms,disease
811,"MAPs and SE led to significant decreases in depressive symptoms from preintervention to postintervention relative to WLC ( mean change relative to WLC [ 95 % CI ] : MAPs , - 4 . 7 [ - 7 . 5 to - 1 . 9 ] ; SE , - 4 . 0 [ - 6 . 9 to - 1 . 1 ] ) , which persisted at 6-month follow-up for MAPs ( mean change relative to WLC [ 95 % CI ] : MAPs , - 3 . 7 [ - 6 . 6 to - 0 . 8 ] ; SE , - 2 . 8 [ - 5 . 9 to 0 . 2 ] ) .",SE,se,method,treatment_for,depressive symptoms,depressive symptoms,disease
812,"MAPs , but not SE , also had beneficial effects on fatigue , insomnia , and vasomotor symptoms that persisted at 6-month follow-up ( P < . 05 ) .",MAPs,maps,method,treatment_for,fatigue,fatigue,disease
812,"MAPs , but not SE , also had beneficial effects on fatigue , insomnia , and vasomotor symptoms that persisted at 6-month follow-up ( P < . 05 ) .",MAPs,maps,method,treatment_for,insomnia,insomnia,disease
812,"MAPs , but not SE , also had beneficial effects on fatigue , insomnia , and vasomotor symptoms that persisted at 6-month follow-up ( P < . 05 ) .",MAPs,maps,method,associated_with,vasomotor symptoms,vasomotor symptoms,disease
812,"MAPs , but not SE , also had beneficial effects on fatigue , insomnia , and vasomotor symptoms that persisted at 6-month follow-up ( P < . 05 ) .",MAPs,maps,method,treatment_for,vasomotor symptoms,vasomotor symptoms,disease
813,CONCLUSION : Mindfulness meditation and SE reduced depressive symptoms in younger breast cancer survivors .,Mindfulness meditation,mindfulness meditation,method,treatment_for,depressive symptoms,depressive symptoms,disease
813,CONCLUSION : Mindfulness meditation and SE reduced depressive symptoms in younger breast cancer survivors .,SE,se,method,treatment_for,depressive symptoms,depressive symptoms,disease
813,CONCLUSION : Mindfulness meditation and SE reduced depressive symptoms in younger breast cancer survivors .,depressive symptoms,depressive symptoms,disease,occurs_in,younger breast cancer survivors,younger breast cancer survivors,Health_factors
815,"beta-catenin ( key mediator in the Wnt signaling pathway ) contributes to the pathophysiology of mood disorders , associated to neurogenesis and neuroplasticity .",beta-catenin,beta-catenin,drug,associated_with,neurogenesis,neurogenesis,physiology
815,"beta-catenin ( key mediator in the Wnt signaling pathway ) contributes to the pathophysiology of mood disorders , associated to neurogenesis and neuroplasticity .",beta-catenin,beta-catenin,drug,associated_with,neuroplasticity,neuroplasticity,physiology
